11,15,4
12,28,41
13,38,41
14,23,30
15,29,8
16,33,14
17,1,6
18,36,14
19,28,39
20,32,16
21,33,15
22,25,9
23,33,8
24,31,33
25,28,1
26,5,24
27,10,11
28,4,13
29,34,13
30,40,21
31,7,14
32,15,29
33,35,16
34,2,8
35,39,1
36,2,15
37,13,14
38,14,30
39,2,16
40,30,31
41,16,38
42,8,34
43,3,29
